reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
9S7-16R831-2605,https://spacenet.tn/pc-portable-gamer-tunisie/81135-pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-8go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UC i5 13Gén 8Go 512Go SSD,Thin 15 B13UC,https://spacenet.tn/242886-home_default/pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 8 Go De Mémoire Dédiée",Free Dos,Oui,"2 449,000 DT"
21JK009YFE,https://spacenet.tn/pc-portables-pro-tunisie/70321-pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i5 13Gén 8Go 512Go SSD Noir,ThinkPad E14 G5,https://spacenet.tn/193359-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir.jpg,SpaceNet,14 Pouces,,Intel Core i5,,8 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 449,000 DT"
9S7-16R831-2606-W11P,https://spacenet.tn/msi-gaming/86229-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 8Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262610-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 449,000 DT"
82SF00FCFG.-W11,https://spacenet.tn/pc-portable-tunisie/74640-pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-w11.html,Pc Portable Lenovo IdeaPad 5 15IAL7 I7 12Gen 16Go 512Go SSD Gris W11,IdeaPad 5,https://spacenet.tn/286245-home_default/pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-w11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1255U (3.5 GHz jusqu'à 4.7GHz, 12 Mo Intel Smart Cache, 10C/12T)",16 Go,512 Go SSD,,NVIDIA GeForce MX 550  2Go De Mémoire Dédiée GDDR6,Windows 11 Pro,Non,"2 459,000 DT"
83LK006VFG-W11,https://spacenet.tn/lenovo-loq/88387-pc-portable-gamer-lenovo-loq-15iax9-i5-12gen-16go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9 i5 12Gén 16Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/275129-home_default/pc-portable-gamer-lenovo-loq-15iax9-i5-12gen-16go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 459,000 DT"
232500-3450-32-W11,https://spacenet.tn/pc-portable-dell/89259-pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3450 i5 13Gén 32Go 512Go SSD Windows 11,Latitude 3450,https://spacenet.tn/282607-home_default/pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores)",32 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11 Pro,Non,"2 459,000 DT"
9U186EA,https://spacenet.tn/pc-portable-gamer-tunisie/80952-pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fb0026nk AMD Ryzen 7 8Go 512Go SSD Windows 11,Victus 15-fb0026nk,https://spacenet.tn/242098-home_default/pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 5800H (Up to 3.2 GHz up to 4.4 GHz turbo max, 16 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,,NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6),Windows 11 Pro,Oui,"2 459,000 DT"
9S7-16R831-2606-24,https://spacenet.tn/msi-gaming/81331-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 24Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250282-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 465,000 DT"
845B2EA,https://spacenet.tn/pc-portable-gamer-tunisie/84833-pc-portable-gamer-hp-victus-15-fa1003nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1003nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1003nk,https://spacenet.tn/255540-home_default/pc-portable-gamer-hp-victus-15-fa1003nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13500H (Up to 4.7 GHz Turbo max, 18 Mo de mémoire cache, 12 Cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11,Oui,"2 469,000 DT"
A19Q9EA,https://spacenet.tn/pc-portable-hp/79531-pc-portable-hp-15-eg3061nk-i7-13gen-16go-512go-ssd.html,Pc Portable HP 15-eg3061nk i7 13Gen 16Go 512Go SSD,15-eg3061nk,https://spacenet.tn/235491-home_default/pc-portable-hp-15-eg3061nk-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U (up to 5.0 GHz, 12 Mo de mémoire cache, 10 cores, 12 threads)",16 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 469,000 DT"
V3607VJ-RP086-16,https://spacenet.tn/pc-portable-gamer-tunisie/88978-pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-16go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus V16 V3607VJ Intel 5 210H 16Go 512Go SSD RTX 3050,Asus V16 V3607VJ,https://spacenet.tn/279369-home_default/pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-16go-512go-ssd-rtx-3050.jpg,SpaceNet,16 Pouces,,Intel Core 5,"Intel Core 5 210H (up to 4.8 GHz, 12Mo Mémoire Cache, 8 cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée",Free Dos,Non,"2 469,000 DT"
B1502CBA-BQ0559X,https://spacenet.tn/pc-portable-asus/76705-pc-portable-asus-expertbook-b1-i7-12gen-16go-512go-ssd-noir.html,Pc Portable Asus Expertbook B1 I7 12Gén 16Go 512Go SSD Noir,ExpertBook B1,https://spacenet.tn/221172-home_default/pc-portable-asus-expertbook-b1-i7-12gen-16go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1255U (Up to 4.7 GHz,12 Mo de mémoire Cache, 12Cores)",16 Go,512 Go SSD,SSD,Intel UHD,Windows 11,Non,"2 479,000 DT"
9S7-16R831-2606-W11P-16GB,https://spacenet.tn/msi-gaming/86230-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 16Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262617-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 485,000 DT"
83GS00KXFG-W11,https://spacenet.tn/lenovo-loq/82781-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD Windows 11,Lenovo LOQ3 15IRX9,https://spacenet.tn/250509-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 489,000 DT"
21JN008VFE,https://spacenet.tn/pc-portables-pro-tunisie/86494-pc-portable-lenovo-thinkpad-e16-gen-1-i5-13gen-8go-512go-ssd.html,Pc Portable Lenovo ThinkPad E16 Gen 1 i5 13Gén 8Go 512Go SSD,ThinkPad E16 G1,https://spacenet.tn/264215-home_default/pc-portable-lenovo-thinkpad-e16-gen-1-i5-13gen-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 489,000 DT"
83GS00KXFG-16,https://spacenet.tn/lenovo-loq/82776-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 16Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/250468-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Free Dos,Oui,"2 489,000 DT"
9S7-16R831-2605-16,https://spacenet.tn/pc-portable-gamer-tunisie/81334-pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UC i5 13Gén 16Go 512Go SSD,Thin 15 B13UC,https://spacenet.tn/243881-home_default/pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 8 Go De Mémoire Dédiée",Free Dos,Oui,"2 495,000 DT"
X1704VA-AU115W,https://spacenet.tn/pc-portable-asus/68867-pc-portable-asus-vivobook-17-x1704-i7-13gen-16go-512go-ssd-bleu.html,Pc Portable Asus VivoBook 17 X1704 i7 13Gén 16Go 512Go SSD Bleu,VivoBook 17,https://spacenet.tn/187560-home_default/pc-portable-asus-vivobook-17-x1704-i7-13gen-16go-512go-ssd-bleu.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U(GHz Up to 5.00 GHz ,12 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 499,000 DT"
TP3402VA-LZ265W,https://spacenet.tn/pc-portable-asus/71270-pc-portable-asus-vivobook-s14-flip-i5-13gen-8go-silver.html,Pc Portable ASUS Vivobook S14 Flip i5 13Gén 8Go Silver,Vivobook S14 Flip,https://spacenet.tn/196876-home_default/pc-portable-asus-vivobook-s14-flip-i5-13gen-8go-silver.jpg,SpaceNet,14 Pouces,,Intel Core i5,,8 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 499,000 DT"
83GS00L1FG-44,https://spacenet.tn/lenovo-loq/83318-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-44go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 44Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/252317-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-44go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 24 Mo de mémoire cache Smart, 8 cores)",44 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 499,000 DT"
9S7-16R831-2606-32,https://spacenet.tn/msi-gaming/81332-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-32go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 32Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250281-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",32 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 499,000 DT"
5430-I5,https://spacenet.tn/pc-portable-tunisie/52416-pc-portable-dell-latitude-5430-i5-12gen-8-go-512go-ssd-gris.html,Pc Portable Dell Latitude 5430 i5 12Gén 8 Go 512Go SSD Gris,Latitude 5430,https://spacenet.tn/118721-home_default/pc-portable-dell-latitude-5430-i5-12gen-8-go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i5,Intel Core i5-1235U,8 Go,512 Go SSD,,Intel Iris Xe,Linux,Non,"2 499,000 DT"
6F909EA,https://spacenet.tn/pc-portable-hp/55234-pc-portable-hp-15-dw3067nk-i7-11gen-16go-1to256sd-silver-6f909ea.html,PC Portable HP 15-dw3067nk i7 11Gén 16Go 1To+256SD Silver (6F909EA),15-dw3067nk,https://spacenet.tn/131766-home_default/pc-portable-hp-15-dw3067nk-i7-11gen-16go-1to256sd-silver-6f909ea.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,Intel® Core™ i7-1165G7,16 Go,1 To + 256 Go SSD,,Intel Iris Xe,Windows 11,Non,"2 499,000 DT"
83GS00AUFG-32,https://spacenet.tn/pc-gamer-tunisie/82940-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-32go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 32Go 512Go SSD Windows 11,Lenovo LOQ3 15IRX9,https://spacenet.tn/251120-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",24 Go,512 Go SSD,,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11,Oui,"2 505,000 DT"
21JK009YFE-W11,https://spacenet.tn/pc-portables-pro-tunisie/74565-pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir-w11.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i5 13Gén 8Go 512Go SSD Noir W11,ThinkPad E14 G5,https://spacenet.tn/233733-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir-w11.jpg,SpaceNet,14 Pouces,,Intel Core i5,,8 Go,512 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"2 509,000 DT"
21JK009YFE-16,https://spacenet.tn/pc-portables-pro-tunisie/70895-pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-16go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i5 13Gén 16Go 512Go SSD Noir,ThinkPad E14 G5,https://spacenet.tn/195345-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-16go-512go-ssd-noir.jpg,SpaceNet,14 Pouces,,Intel Core i5,,16 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 509,000 DT"
9U186EA-16,https://spacenet.tn/pc-portable-gamer-tunisie/80950-pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fb0026nk AMD Ryzen 7 16Go 512Go SSD Windows 11,Victus 15-fb0026nk,https://spacenet.tn/242090-home_default/pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 5800H (Up to 3.2 GHz up to 4.4 GHz turbo max, 16 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,,NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6),Windows 11,Oui,"2 509,000 DT"
9S7-16R831-2606-W11P-24GB,https://spacenet.tn/msi-gaming/86231-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 24Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262624-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 519,000 DT"
5430-I7-W11,https://spacenet.tn/pc-portable-tunisie/89828-pc-portable-dell-latitude-5430-i7-12gen-16go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 5430 i7 12Gén 16Go 512Go SSD Windows 11,Latitude 5430,https://spacenet.tn/287402-home_default/pc-portable-dell-latitude-5430-i7-12gen-16go-512go-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Core i7,"Intel Core i7-1255U (up to 4.70 GHz, 12 Mo de mémoire Cache)",16 Go,512 Go SSD,,Intel Iris Xe,Windows 11 Pro,Non,"2 519,000 DT"
V3607VJ-RP086-24,https://spacenet.tn/pc-portable-gamer-tunisie/88979-pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-24go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus V16 V3607VJ Intel 5 210H 24Go 512Go SSD RTX 3050,Asus V16 V3607VJ,https://spacenet.tn/279376-home_default/pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-24go-512go-ssd-rtx-3050.jpg,SpaceNet,16 Pouces,,Intel Core 5,"Intel Core 5 210H (up to 4.8 GHz, 12Mo Mémoire Cache, 8 cores)",24 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée",Free Dos,Non,"2 519,000 DT"
V3607VJ-RP086-16,https://spacenet.tn/pc-portable-gamer-tunisie/88978-pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-16go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus V16 V3607VJ Intel 5 210H 16Go 512Go SSD RTX 3050,Asus V16 V3607VJ,https://spacenet.tn/279369-home_default/pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-16go-512go-ssd-rtx-3050.jpg,SpaceNet,16 Pouces,,Intel Core 5,"Intel Core 5 210H (up to 4.8 GHz, 12Mo Mémoire Cache, 8 cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée",Free Dos,Non,"2 469,000 DT"
B1502CBA-BQ0559X,https://spacenet.tn/pc-portable-asus/76705-pc-portable-asus-expertbook-b1-i7-12gen-16go-512go-ssd-noir.html,Pc Portable Asus Expertbook B1 I7 12Gén 16Go 512Go SSD Noir,ExpertBook B1,https://spacenet.tn/221172-home_default/pc-portable-asus-expertbook-b1-i7-12gen-16go-512go-ssd-noir.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1255U (Up to 4.7 GHz,12 Mo de mémoire Cache, 12Cores)",16 Go,512 Go SSD,SSD,Intel UHD,Windows 11,Non,"2 479,000 DT"
9S7-16R831-2606-W11P-16GB,https://spacenet.tn/msi-gaming/86230-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 16Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262617-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 485,000 DT"
83GS00KXFG-W11,https://spacenet.tn/lenovo-loq/82781-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD Windows 11,Lenovo LOQ3 15IRX9,https://spacenet.tn/250509-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 489,000 DT"
21JN008VFE,https://spacenet.tn/pc-portables-pro-tunisie/86494-pc-portable-lenovo-thinkpad-e16-gen-1-i5-13gen-8go-512go-ssd.html,Pc Portable Lenovo ThinkPad E16 Gen 1 i5 13Gén 8Go 512Go SSD,ThinkPad E16 G1,https://spacenet.tn/264215-home_default/pc-portable-lenovo-thinkpad-e16-gen-1-i5-13gen-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4.6 GHz Turbo max, 12 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 489,000 DT"
83GS00KXFG-16,https://spacenet.tn/lenovo-loq/82776-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 16Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/250468-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Free Dos,Oui,"2 489,000 DT"
9S7-16R831-2605-16,https://spacenet.tn/pc-portable-gamer-tunisie/81334-pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UC i5 13Gén 16Go 512Go SSD,Thin 15 B13UC,https://spacenet.tn/243881-home_default/pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 8 Go De Mémoire Dédiée",Free Dos,Oui,"2 495,000 DT"
X1704VA-AU115W,https://spacenet.tn/pc-portable-asus/68867-pc-portable-asus-vivobook-17-x1704-i7-13gen-16go-512go-ssd-bleu.html,Pc Portable Asus VivoBook 17 X1704 i7 13Gén 16Go 512Go SSD Bleu,VivoBook 17,https://spacenet.tn/187560-home_default/pc-portable-asus-vivobook-17-x1704-i7-13gen-16go-512go-ssd-bleu.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U(GHz Up to 5.00 GHz ,12 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 499,000 DT"
TP3402VA-LZ265W,https://spacenet.tn/pc-portable-asus/71270-pc-portable-asus-vivobook-s14-flip-i5-13gen-8go-silver.html,Pc Portable ASUS Vivobook S14 Flip i5 13Gén 8Go Silver,Vivobook S14 Flip,https://spacenet.tn/196876-home_default/pc-portable-asus-vivobook-s14-flip-i5-13gen-8go-silver.jpg,SpaceNet,14 Pouces,,Intel Core i5,,8 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11,Non,"2 499,000 DT"
83GS00L1FG-44,https://spacenet.tn/lenovo-loq/83318-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-44go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 44Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/252317-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-44go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 24 Mo de mémoire cache Smart, 8 cores)",44 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 499,000 DT"
9S7-16R831-2606-32,https://spacenet.tn/msi-gaming/81332-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-32go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 32Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250281-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-32go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",32 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 499,000 DT"
5430-I5,https://spacenet.tn/pc-portable-tunisie/52416-pc-portable-dell-latitude-5430-i5-12gen-8-go-512go-ssd-gris.html,Pc Portable Dell Latitude 5430 i5 12Gén 8 Go 512Go SSD Gris,Latitude 5430,https://spacenet.tn/118721-home_default/pc-portable-dell-latitude-5430-i5-12gen-8-go-512go-ssd-gris.jpg,SpaceNet,14 Pouces,,Intel Core i5,Intel Core i5-1235U,8 Go,512 Go SSD,,Intel Iris Xe,Linux,Non,"2 499,000 DT"
